dataset,model,runtime,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss
m4_weekly/nan/short,feedforward,15.645961633999832,1558370.9003642597,1558370.9003642597,796.2778551532033,13.202943140071357,0.16411203956971823,0.1566505669168162,315.92635592950273,1248.3472675358646,0.22742952608411607,0.14506948502097522,0.16708668947873717
bizitobs_l2c/H/short,feedforward,1.9595725880026293,231.20658172123015,231.20658172123015,11.746969556051587,1.1330810052449565,1.1665234462820369,0.9687182714068701,14.734273120855999,15.205478674518279,0.8196142424604433,0.6331917435801563,0.5383229284840082
bizitobs_l2c/H/medium,feedforward,0.5624343649978982,91.7896949404762,91.7896949404762,6.264315359933036,0.6420553029925345,0.6859659006257449,0.8051480247860863,5.004879997624851,9.580693865293693,0.5801255657818466,0.37931380999257747,0.3046902953874731
bizitobs_l2c/H/long,feedforward,0.666558939999959,113.77842261904762,113.77842261904762,7.451156374007937,0.7806787233497292,0.9228779698062922,0.8825768849206349,7.256958983750249,10.666696893558361,0.6515526322416147,0.45513813668602426,0.37457248443147484
